year,month,emd_nm,FRA_cnt,KHM_cnt,LKA_cnt,MMR_cnt,UZB_cnt,UKR_cnt,ETC_resd_pop_cnt
2018,1,건입동,0.0,0.0,173.66739999999996,0.0,0.0,0.0,4539.1601
2018,1,구좌읍,0.0,917.7896999999999,703.7522999999999,35.5327,35.028999999999996,0.0,5820.955400000002
2018,1,남원읍,0.0,955.9004999999999,1920.3048000000001,128.02890000000002,0.0,0.0,4257.3664
2018,1,노형동,33.574200000000005,433.5535,110.8327,70.8225,26.256999999999998,0.0,45541.4454
2018,1,대륜동,0.0,139.02819999999997,0.0,0.0,0.0,0.0,3002.2204
2018,1,대정읍,0.0,205.78029999999998,1888.8652,145.90970000000002,0.0,0.0,21114.4491
2018,1,대천동,0.0,354.5541,0.0,0.0,0.0,0.0,3151.7070000000003
2018,1,도두동,0.0,89.8927,0.0,0.0,0.0,0.0,1936.135
2018,1,동홍동,0.0,522.3910999999999,197.60819999999995,0.0,218.067,0.0,6159.2025
2018,1,봉개동,0.0,0.0,149.6898,0.0,0.0,0.0,1469.3048999999999
2018,1,삼도1동,0.0,0.0,0.0,0.0,244.32410000000002,0.0,2098.043
2018,1,삼도2동,0.0,0.0,0.0,0.0,0.0,0.0,3855.3286999999996
2018,1,삼양동,0.0,0.0,0.0,0.0,0.0,0.0,2343.6775000000002
2018,1,서홍동,0.0,0.0,0.0,0.0,0.0,0.0,1144.3886
2018,1,성산읍,0.0,246.3335,1897.0227000000002,145.90970000000002,0.0,164.811,10261.8443
2018,1,송산동,0.0,0.0,252.3876,82.4529,0.0,0.0,1423.29
2018,1,아라동,0.0,442.91080000000005,1375.4408000000003,0.0,0.0,0.0,25971.512099999996
2018,1,안덕면,209.87240000000008,0.0,118.6933,0.0,218.067,0.0,16646.4457
2018,1,애월읍,0.0,1910.5081,197.60819999999995,145.90970000000002,0.0,261.47890000000007,25377.3523
2018,1,연동,0.0,246.3335,363.40790000000004,291.8193000000001,427.4451999999999,0.0,64129.799000000006
2018,1,영천동,0.0,0.0,395.21639999999996,424.72180000000003,436.1334999999999,0.0,1731.5955000000004
2018,1,예래동,0.0,0.0,0.0,145.90970000000002,0.0,0.0,3815.1638
2018,1,오라동,0.0,0.0,0.0,0.0,0.0,0.0,5096.1779
2018,1,외도동,0.0,0.0,0.0,0.0,0.0,0.0,2542.3663
2018,1,용담1동,0.0,0.0,0.0,0.0,0.0,0.0,1740.6269
2018,1,용담2동,0.0,0.0,0.0,0.0,0.0,0.0,3557.3212
2018,1,우도면,0.0,0.0,0.0,0.0,0.0,0.0,510.3306000000001
2018,1,이도1동,0.0,196.67379999999997,0.0,0.0,0.0,0.0,1937.0398999999998
2018,1,이도2동,209.87240000000008,246.3335,134.28169999999997,0.0,470.8955,0.0,12958.1894
2018,1,이호동,0.0,0.0,0.0,0.0,0.0,0.0,1684.8198
2018,1,일도1동,0.0,0.0,0.0,0.0,278.8820999999999,0.0,1829.0265
2018,1,일도2동,0.0,306.4994,0.0,0.0,0.0,0.0,6067.0617999999995
2018,1,정방동,0.0,0.0,0.0,0.0,0.0,0.0,3900.694700000001
2018,1,조천읍,0.0,167.00209999999996,1320.7678,605.8194,0.0,0.0,6303.3548
2018,1,중문동,0.0,0.0,197.60819999999995,0.0,0.0,0.0,6107.986800000001
2018,1,중앙동,0.0,0.0,0.0,0.0,0.0,0.0,1512.2150000000001
2018,1,천지동,0.0,0.0,0.0,0.0,0.0,0.0,440.7246999999999
2018,1,추자면,0.0,0.0,261.3345,0.0,0.0,0.0,906.0025999999999
2018,1,표선면,0.0,0.0,308.44520000000006,670.5801999999999,0.0,0.0,6547.1986
2018,1,한경면,0.0,226.75909999999996,656.5794000000002,0.0,0.0,0.0,3315.0314000000003
2018,1,한림읍,0.0,686.9795,2465.9256000000005,41.484500000000004,157.06859999999998,0.0,33185.5511
2018,1,화북동,0.0,78.8766,474.0935,0.0,0.0,0.0,5674.697799999999
2018,1,효돈동,0.0,0.0,213.35709999999997,0.0,0.0,0.0,545.1681
