year,month,emd_nm,FRA_cnt,KHM_cnt,LKA_cnt,MMR_cnt,UZB_cnt,UKR_cnt,ETC_resd_pop_cnt
2018,1,건입동,0.0,0.0,2669.0472000000004,204.6289,0.0,0.0,42296.41100000001
2018,1,구좌읍,0.0,8547.672,8763.0539,1775.1078000000002,1365.2379000000003,0.0,66456.29500000001
2018,1,남원읍,0.0,9315.903999999997,16376.9614,1720.1961,0.0,0.0,53200.50780000001
2018,1,노형동,1180.8962,7084.624900000001,1737.8877,1146.963,816.2440999999999,0.0,529248.0676
2018,1,대륜동,0.0,2167.6311,0.0,0.0,0.0,0.0,39435.9926
2018,1,대정읍,0.0,3947.689700000001,21668.863300000005,1491.6599999999996,0.0,0.0,252193.32120000006
2018,1,대천동,0.0,4376.231500000001,0.0,0.0,0.0,0.0,37356.78520000001
2018,1,도두동,0.0,6193.1419000000005,0.0,0.0,0.0,0.0,19955.615499999996
2018,1,동홍동,0.0,5372.7461,2027.012,0.0,1780.8038000000001,0.0,82268.9674
2018,1,봉개동,0.0,0.0,240.83649999999997,0.0,0.0,0.0,20996.5669
2018,1,삼도1동,0.0,0.0,0.0,0.0,3397.0276000000003,0.0,29005.7899
2018,1,삼도2동,0.0,0.0,0.0,0.0,0.0,0.0,36536.047900000005
2018,1,삼양동,0.0,0.0,0.0,0.0,0.0,0.0,25225.137700000007
2018,1,서홍동,0.0,0.0,0.0,0.0,0.0,0.0,17095.8399
2018,1,성산읍,0.0,2673.6172,19173.233900000003,1602.6394000000003,0.0,1955.0049000000001,105049.44489999999
2018,1,송산동,0.0,0.0,3266.094500000001,275.9247,0.0,0.0,24958.048400000003
2018,1,아라동,0.0,5238.1069,14543.884800000002,0.0,0.0,0.0,302303.4894999999
2018,1,안덕면,1883.0255999999995,0.0,1895.2875000000001,153.26940000000002,1985.3402999999996,0.0,273961.9054
2018,1,애월읍,0.0,23208.499200000002,3206.8342999999995,1608.4988000000005,0.0,1538.1593999999996,265856.1623
2018,1,연동,0.0,2075.1486999999997,3632.9705,2812.1169000000004,4956.676300000001,0.0,721517.606
2018,1,영천동,0.0,0.0,2979.0937,4524.704899999999,4049.6226,0.0,18861.459199999998
2018,1,예래동,0.0,0.0,0.0,1479.5729999999999,0.0,0.0,41081.425
2018,1,오라동,0.0,0.0,0.0,0.0,0.0,0.0,49821.798500000004
2018,1,외도동,0.0,0.0,0.0,0.0,455.1310999999999,0.0,27526.150999999998
2018,1,용담1동,0.0,0.0,0.0,0.0,0.0,0.0,16874.8809
2018,1,용담2동,0.0,0.0,0.0,0.0,0.0,0.0,38631.3959
2018,1,우도면,0.0,0.0,0.0,0.0,0.0,0.0,4912.0213
2018,1,이도1동,0.0,1321.5168,0.0,0.0,0.0,0.0,25372.437299999994
2018,1,이도2동,1618.0537000000002,2574.9919000000004,1395.5414,0.0,5638.287100000001,0.0,140693.469
2018,1,이호동,0.0,0.0,0.0,0.0,4373.6391,0.0,18606.176900000002
2018,1,일도1동,0.0,0.0,0.0,0.0,3318.9348000000005,0.0,17220.5757
2018,1,일도2동,0.0,4280.3318,0.0,0.0,0.0,0.0,68110.1733
2018,1,정방동,0.0,0.0,0.0,0.0,0.0,0.0,46774.36079999999
2018,1,조천읍,0.0,5011.080000000001,17328.7942,7945.103899999999,0.0,0.0,76665.8802
2018,1,중문동,0.0,0.0,1428.0507,0.0,0.0,0.0,73647.76640000001
2018,1,중앙동,0.0,0.0,0.0,0.0,0.0,0.0,18007.7684
2018,1,천지동,0.0,0.0,0.0,0.0,0.0,0.0,5479.7478
2018,1,추자면,0.0,0.0,817.6368999999997,0.0,0.0,0.0,12421.745799999999
2018,1,표선면,0.0,341.0279,2841.543100000001,6764.3233,0.0,0.0,78920.40090000001
2018,1,한경면,0.0,2191.1424,7224.230899999999,0.0,0.0,0.0,40177.523499999996
2018,1,한림읍,0.0,8479.5118,23759.694099999997,1231.8569000000002,2242.753,0.0,388467.7923
2018,1,화북동,0.0,1285.0778,4634.8554,0.0,0.0,0.0,67165.29000000001
2018,1,효돈동,0.0,0.0,3694.4689,0.0,0.0,0.0,7541.503699999999
