year,month,emd_nm,BGD_cnt,DEU_cnt,FRA_cnt,JPN_cnt,KAZ_cnt,KGZ_cnt,KHM_cnt,LKA_cnt,MMR_cnt,NPL_cnt,PHL_cnt,UKR_cnt,UZB_cnt,ETC_resd_pop_cnt
2018,1,건입동,0.0,0.0,0.0,6112.111199999999,0.0,0.0,0.0,5896.4162,631.6296,4668.393499999999,6598.8492,0.0,0.0,77897.04310000001
2018,1,구좌읍,0.0,0.0,0.0,2753.8384999999994,0.0,0.0,18215.9307,22361.634700000002,4364.4379,37326.9236,14050.7858,0.0,3359.064,118936.7686
2018,1,남원읍,0.0,0.0,0.0,0.0,0.0,0.0,22491.4838,43569.4815,4062.3581,31322.644800000002,14523.822799999998,0.0,0.0,98417.2518
2018,1,노형동,0.0,0.0,1587.3215999999998,26857.815499999997,0.0,0.0,19608.610699999997,3470.9789,2805.987,10325.660300000001,5608.5013,0.0,2067.2869,1328833.0710999998
2018,1,대륜동,0.0,1271.6303999999998,0.0,3908.9556999999995,0.0,0.0,5465.304899999999,0.0,0.0,0.0,3869.4986,0.0,0.0,97438.5292
2018,1,대정읍,0.0,0.0,0.0,0.0,1338.1738,0.0,11852.0676,55963.3269,4930.598299999999,0.0,17855.828300000005,0.0,0.0,727050.4076999999
2018,1,대천동,0.0,0.0,0.0,0.0,0.0,0.0,10080.899700000002,0.0,0.0,23277.6725,0.0,0.0,0.0,70855.21019999997
2018,1,도두동,0.0,0.0,0.0,0.0,0.0,0.0,14689.759700000002,0.0,0.0,0.0,0.0,0.0,0.0,54586.05009999999
2018,1,동홍동,0.0,0.0,0.0,8833.8311,0.0,0.0,11826.146200000001,5375.907,0.0,0.0,11237.746100000002,0.0,4547.3561,188845.7849
2018,1,봉개동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.8556,0.0,0.0,0.0,0.0,0.0,52854.605399999986
2018,1,삼도1동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4274.4157,0.0,0.0,8304.057400000002,71893.5974
2018,1,삼도2동,0.0,0.0,0.0,1494.1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90846.57449999999
2018,1,삼양동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26771.488500000007,5314.538199999999,0.0,0.0,33511.43659999999
2018,1,서홍동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5543.026500000001,0.0,0.0,39697.1857
2018,1,성산읍,0.0,0.0,0.0,0.0,5502.509299999999,0.0,7286.9727,49590.71119999998,4358.061699999999,13533.764900000002,9494.5336,5961.6007,0.0,230125.35029999996
2018,1,송산동,0.0,0.0,0.0,0.0,1933.0366999999997,0.0,0.0,8303.8879,498.8742000000001,0.0,0.0,0.0,0.0,59252.084899999994
2018,1,아라동,7781.9785,0.0,0.0,13525.383699999998,0.0,0.0,14197.8554,34152.051400000004,0.0,3993.5051000000008,3585.2138999999997,0.0,0.0,717663.7578000001
2018,1,안덕면,0.0,2151.1618000000003,4702.0497000000005,9306.276799999998,0.0,0.0,0.0,4179.9385,494.53349999999995,17947.9083,6741.8617,0.0,5147.812,790623.748
2018,1,애월읍,6523.4184,0.0,0.0,8792.307300000002,15194.9793,0.0,60109.9282,6624.797199999999,4777.798,44916.8273,20763.2326,3923.0240999999996,0.0,594950.7658
2018,1,연동,0.0,0.0,0.0,20717.671299999998,9376.498,21438.239300000005,5273.1831,9098.7035,7402.507200000001,20590.3867,10832.138500000003,0.0,15899.254600000002,1833069.5589
2018,1,영천동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8861.843399999998,12739.761100000002,17811.059800000003,1678.0559999999998,0.0,10458.989200000002,30495.304
2018,1,예래동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4072.0872999999997,0.0,0.0,0.0,0.0,116043.87019999999
2018,1,오라동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5340.4030999999995,0.0,0.0,0.0,129807.15620000001
2018,1,외도동,0.0,0.0,0.0,7747.186900000001,0.0,6035.446699999998,0.0,0.0,0.0,0.0,10181.2912,0.0,1186.4438999999995,47197.693299999984
2018,1,용담1동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38272.5212
2018,1,용담2동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3885.5610999999994,0.0,0.0,98501.9809
2018,1,우도면,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11912.3108
2018,1,이도1동,0.0,0.0,0.0,0.0,0.0,0.0,2953.7680000000005,0.0,0.0,0.0,9861.5604,0.0,0.0,59763.33290000001
2018,1,이도2동,0.0,0.0,4168.4715,20199.895599999996,0.0,0.0,7000.6722,2643.2196,0.0,15220.9887,3027.0864000000006,0.0,16011.2379,323812.39580000006
2018,1,이호동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6505.333100000001,0.0,0.0,12962.4814,42369.0575
2018,1,일도1동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7316.1548,235.4583,0.0,4559.113300000001,35433.9394
2018,1,일도2동,0.0,0.0,0.0,6150.799900000002,0.0,0.0,11688.742600000001,0.0,0.0,0.0,13123.2407,0.0,0.0,159213.84929999997
2018,1,정방동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4374.297500000001,0.0,0.0,118518.48560000001
2018,1,조천읍,0.0,0.0,0.0,0.0,0.0,0.0,12167.874399999999,49251.81860000001,24703.6114,0.0,5977.6934,0.0,0.0,189424.4474
2018,1,중문동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4648.116300000001,0.0,26581.673700000007,0.0,0.0,0.0,167187.69929999995
2018,1,중앙동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3082.8597,0.0,0.0,42617.82139999999
2018,1,천지동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2959.4042000000004,0.0,0.0,11264.3143
2018,1,추자면,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0214000000001,0.0,1985.6837999999996,0.0,0.0,0.0,23210.0219
2018,1,표선면,0.0,0.0,0.0,0.0,4168.7301,0.0,3177.0625999999997,8476.101,18724.361,42911.73560000001,20823.3345,0.0,0.0,143763.3076
2018,1,한경면,0.0,0.0,0.0,0.0,0.0,0.0,6125.101099999999,18739.1131,0.0,23424.985,10553.3539,0.0,0.0,74056.6489
2018,1,한림읍,0.0,0.0,0.0,2818.7326,0.0,4964.2164999999995,17517.0729,61539.5615,3307.1599,60280.378500000006,40797.0657,0.0,5753.208599999999,822392.4474000002
2018,1,화북동,0.0,0.0,0.0,13306.753500000003,0.0,7009.731700000002,3151.6472,9972.533,0.0,31522.924899999998,31523.706,0.0,0.0,97054.36559999999
2018,1,효돈동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9215.538299999998,0.0,0.0,5591.317799999999,0.0,0.0,13450.661900000003
2018,2,건입동,0.0,0.0,0.0,4982.5518999999995,0.0,0.0,0.0,3089.7859000000003,1305.1317,2955.7405999999996,4523.5734999999995,0.0,0.0,66440.44140000001
2018,2,구좌읍,0.0,0.0,0.0,4210.577299999999,0.0,0.0,18409.2979,20115.141399999997,3701.5944999999997,14751.586500000005,20051.535499999994,0.0,2684.298700000001,144441.5694
2018,2,남원읍,0.0,0.0,0.0,0.0,0.0,0.0,21410.432899999993,35605.9948,7222.693000000001,33836.34219999999,12820.924500000003,0.0,0.0,82730.5432
2018,2,노형동,0.0,0.0,0.0,23266.0208,0.0,0.0,16498.454999999994,258.63430000000005,18504.882499999996,7763.3649000000005,4587.006800000001,0.0,1497.59,1030122.7189000001
2018,2,대륜동,0.0,260.2858,0.0,3972.758699999999,0.0,0.0,15553.252299999998,0.0,0.0,0.0,3732.9844000000003,0.0,0.0,87221.92189999997
2018,2,대정읍,0.0,0.0,0.0,0.0,898.1265,0.0,20093.709999999995,43589.0998,6988.738699999999,0.0,13906.462800000001,0.0,0.0,614934.1339
2018,2,대천동,0.0,0.0,0.0,0.0,0.0,0.0,8981.3354,0.0,0.0,16825.5137,0.0,0.0,0.0,73098.6264
2018,2,도두동,0.0,0.0,0.0,0.0,0.0,0.0,14081.1215,0.0,0.0,0.0,0.0,0.0,0.0,52891.9795
2018,2,동홍동,0.0,0.0,0.0,7526.259900000002,0.0,0.0,5910.359100000001,88.05779999999999,1092.6157,0.0,9737.202,0.0,2354.641,145455.99959999998
2018,2,봉개동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.5410000000002,0.0,0.0,0.0,0.0,0.0,38071.484500000006
2018,2,삼도1동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3628.750600000001,0.0,0.0,8123.3217,70661.62889999998
2018,2,삼도2동,0.0,0.0,0.0,691.6152000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76606.3629
2018,2,삼양동,0.0,0.0,0.0,0.0,0.0,0.0,4338.9951999999985,6785.6737,0.0,19553.8338,3824.9884999999995,0.0,0.0,39480.4061
2018,2,서홍동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5207.911599999999,0.0,0.0,47172.7343
2018,2,성산읍,0.0,0.0,0.0,0.0,4360.548999999999,0.0,6882.571900000001,40811.89139999999,3381.2407999999996,12351.187600000001,5157.108399999999,6037.2768,0.0,208564.92749999996
2018,2,송산동,0.0,0.0,0.0,0.0,1457.0697,0.0,0.0,7926.7016,173.73510000000002,0.0,0.0,0.0,0.0,75508.51209999999
